group,repo,stars,fork_of,valid,reason
openff-toolkit,molmod/openmm-tutorial-msbs,191,,True,
openff-toolkit,MolSSI/mmic_openff,1,,True,
openff-toolkit,MolSSI/QCEngine,205,,True,
openff-toolkit,momokchung/forcebalance,0,,True,
openff-toolkit,mosdef-hub/foyer,144,,True,
openff-toolkit,MSEP-one/msep.one,72,,True,
openff-toolkit,MuPT-hub/mupt,10,,True,
openff-toolkit,naotriste-chenli/research-mlsr,0,,True,
openff-toolkit,Navantock/SE3Set,8,,True,
openff-toolkit,NeoBinder/NeoDynamics,2,,True,
openff-toolkit,NeuroAI-PNU/Drug_Discovery,0,,True,
openff-toolkit,NeuroAI-PNU/MolecularDynamics,0,,True,
openff-toolkit,NeuroAI-PNU/openmm-tutorial,0,,True,
openff-toolkit,nikitafedik/ml_tps_si,2,,True,
openff-toolkit,Nithishwer/abflow,0,,True,
openff-toolkit,nonamenoober/nho-doi-1-cu-cho-repo-nay,0,,True,
openff-toolkit,ntBre/benchmarking,1,,False,self
openff-toolkit,ntBre/chembl-search,0,,False,self
openff-toolkit,ntBre/coprelos,0,,False,self
openff-toolkit,ntBre/cura,0,,False,self
openff-toolkit,ntBre/curato,1,,False,self
openff-toolkit,ntBre/fast-filter,0,,False,self
openff-toolkit,ntBre/garage-door,0,,False,self
openff-toolkit,ntBre/lipoma,5,,False,self
openff-toolkit,ntBre/openff-benchmarks,0,,False,self
openff-toolkit,ntBre/vflib,1,,False,self
openff-toolkit,Nudge92/shp2-inhibitor-insilico,0,,True,
openff-toolkit,numpde/playground,0,,True,
openff-toolkit,ocmadin/LJ_surrogates,3,,True,
openff-toolkit,OdinZhang/AI-Docking-Evaluation,1,,True,
openff-toolkit,oess/orionmdcore,2,,True,
openff-toolkit,ofantomas/sella-optimizer-autoresearch,1,,True,
openff-toolkit,ojcharles/notebooks,0,,True,
openff-toolkit,olsson-group/sma-md,5,,True,
openff-toolkit,olsson-group/thermodynamic-interpolation,3,,True,
openff-toolkit,olsson-group/transBG,1,,True,
openff-toolkit,omsf/joint-demo,6,,True,
openff-toolkit,omsf/OpenPharmMDFlow,0,,True,
openff-toolkit,Open-Catalyst-Project/om-data,16,,True,
openff-toolkit,OpenBioSim/biosimspace,165,,True,
openff-toolkit,OpenDrugDiscovery/openfractal-client,0,,True,
openff-toolkit,OpenDrugDiscovery/openQMComputations,0,,True,
openff-toolkit,openforcefield/2021-benchmarking-workshop,0,,False,self
openff-toolkit,openforcefield/2023-workshop-vignettes,4,,False,self
openff-toolkit,openforcefield/2026-hands-on,0,,False,self
openff-toolkit,openforcefield/2026-stack-tour,0,,False,self
openff-toolkit,openforcefield/2026-virtual-workshops,5,,False,self
openff-toolkit,openforcefield/amber-ff-porting,1,,False,self
openff-toolkit,openforcefield/anything-goes,11,,False,self
openff-toolkit,openforcefield/ash-sage-rc2,2,,False,self
openff-toolkit,openforcefield/ashgc-v1.0-fit,2,,False,self
openff-toolkit,openforcefield/back-to-school-ashley,0,,False,self
openff-toolkit,openforcefield/back-to-school-jen,2,,False,self
openff-toolkit,openforcefield/back-to-school-matt,1,,False,self
openff-toolkit,openforcefield/ccpbiosim-2023,31,,False,self
openff-toolkit,openforcefield/cheminformatics-toolkit-equivalence,1,,False,self
openff-toolkit,openforcefield/descent,12,,False,self
openff-toolkit,openforcefield/dimsim,1,,False,self
openff-toolkit,openforcefield/diverse-dataset-discovery,1,,False,self
openff-toolkit,openforcefield/interchange-regression-testing,0,,False,self
openff-toolkit,openforcefield/interchange-workshop-2022,0,,False,self
openff-toolkit,openforcefield/MPID_plugin,0,,False,self
openff-toolkit,openforcefield/openff-amber-ff-ports,3,,False,self
openff-toolkit,openforcefield/openff-bespokefit,79,,False,self
openff-toolkit,openforcefield/openff-docs,0,,False,self
openff-toolkit,openforcefield/openff-evaluator,59,,False,self
openff-toolkit,openforcefield/openff-forcefields,187,,False,self
openff-toolkit,openforcefield/openff-fragmenter,48,,False,self
openff-toolkit,openforcefield/openff-interchange,95,,False,self
openff-toolkit,openforcefield/openff-nagl,23,,False,self
openff-toolkit,openforcefield/openff-pablo,12,,False,self
openff-toolkit,openforcefield/openff-packmol,0,,False,self
openff-toolkit,openforcefield/openff-qcsubmit,26,,False,self
openff-toolkit,openforcefield/openff-recharge,39,,False,self
openff-toolkit,openforcefield/openff-reference,1,,False,self
openff-toolkit,openforcefield/openff-sage,23,,False,self
openff-toolkit,openforcefield/openff-sphinx-theme,3,,False,self
openff-toolkit,openforcefield/openff-toolkit,396,,False,self
openff-toolkit,openforcefield/polymer_examples,9,,False,self
openff-toolkit,openforcefield/protein-ligand-benchmark,232,,False,self
openff-toolkit,openforcefield/protein-nmr-fit,4,,False,self
openff-toolkit,openforcefield/protein-param-fit,3,,False,self
openff-toolkit,openforcefield/proteinbenchmark,9,,False,self
openff-toolkit,openforcefield/ptm_prototype,24,,False,self
openff-toolkit,openforcefield/qca-dataset-submission,36,,False,self
openff-toolkit,openforcefield/qca-dataset-submission-next-test,1,,False,self
openff-toolkit,openforcefield/rdkit_ugm_2025_demo,4,,False,self
openff-toolkit,openforcefield/sage-2.1.0,0,,False,self
openff-toolkit,openforcefield/sage-2.2.0,2,,False,self
openff-toolkit,openforcefield/sage-2.2.1,1,,False,self
openff-toolkit,openforcefield/sage-2.3.0,0,,False,self
openff-toolkit,openforcefield/smee,20,,False,self
openff-toolkit,openforcefield/smirnoff-plugins,11,,False,self
openff-toolkit,openforcefield/yammbs,7,,False,self
openff-toolkit,openforcefield/yammbs-dataset-submission,2,,False,self
openff-toolkit,OpenFreeEnergy/ExampleNotebooks,68,,True,
openff-toolkit,OpenFreeEnergy/feflow,19,,True,
openff-toolkit,OpenFreeEnergy/gufe,42,,True,
openff-toolkit,OpenFreeEnergy/IndustryBenchmarks2024,43,,True,
openff-toolkit,OpenFreeEnergy/kartograf,38,,True,
openff-toolkit,OpenFreeEnergy/konnektor,24,,True,
openff-toolkit,OpenFreeEnergy/openfe,306,,True,
openff-toolkit,OpenFreeEnergy/openfe-benchmarks,13,,True,
openff-toolkit,OpenFreeEnergy/openfe-gromacs,4,,True,
openff-toolkit,OpenFreeEnergy/openfe_protocol_utils,0,,True,
openff-toolkit,OpenFreeEnergy/openfe_skunkworks,3,,True,
openff-toolkit,OpenFreeEnergy/pontibus,5,,True,
openff-toolkit,openkinome/kinoml,61,,True,
openff-toolkit,openmm/nutmeg,11,,True,
openff-toolkit,openmm/openmm_workshops,50,,True,
openff-toolkit,openmm/openmmforcefields,374,,True,
openff-toolkit,openmm/spice-dataset,198,,True,
openff-toolkit,openmm/spice-models,10,,True,
openff-toolkit,orionarcher/pymatgen-io-openmm,11,,True,
openff-toolkit,osram90/whisper,0,,True,
openff-toolkit,otunmartins/FRIDGEFREENET,1,,True,
openff-toolkit,pablo-arantes/Cloud-Bind,48,,True,
openff-toolkit,pablo-arantes/EGB_2023,2,,True,
openff-toolkit,pablo-arantes/making-it-rain,497,,True,
openff-toolkit,pablo-arantes/ParametrizANI,65,,True,
openff-toolkit,patrickbryant1/Cfold,85,,True,
openff-toolkit,patrickbryant1/Umol,240,,True,
openff-toolkit,pavankum/mlip_optimizer,0,,True,
openff-toolkit,pavankum/NSP_sets,0,,True,
openff-toolkit,pavankum/SFE_Calcs,0,,True,
openff-toolkit,pcruzparri/MDAnalysisDHAA,0,,True,
openff-toolkit,peastman/mlipbenchmarks,9,,True,
openff-toolkit,PEFrankel/OpenFF-Bilayer,0,,True,
openff-toolkit,pitmanme/system_builder,2,,True,
openff-toolkit,Pkoiralap/DynamicBindDocker,0,,True,
openff-toolkit,plainerman/DiffDock-Pocket,39,,True,
openff-toolkit,poclab-web/streamlit-pyscf,0,,True,
openff-toolkit,pokynmr/POKY,11,,True,
openff-toolkit,PooleChem/Pyrite,5,,True,
openff-toolkit,Popov-Lab-UNC/mlimplicitsolvent-RAW,0,,True,
openff-toolkit,prefix-dev/rattler-build-parser-tests,0,,True,
openff-toolkit,pruethemann/squeezemd,1,,True,
openff-toolkit,Psivant/femto,60,,True,
openff-toolkit,QCMM/ffparaim,3,,True,
openff-toolkit,QuaidAlchemy/quaid,2,,True,
openff-toolkit,quantaosun/Dock-MD-FEP,59,,True,
openff-toolkit,quantaosun/pl4,0,,True,
openff-toolkit,quantaosun/webdock,1,,True,
openff-toolkit,Quantum-for-Life/fep,1,,True,
openff-toolkit,Quantum-for-Life/openmmwrap,0,,True,
openff-toolkit,qubekit/QUBEKit,108,,True,
openff-toolkit,qusers/Q,26,,True,
openff-toolkit,RagnarB83/ash,118,,True,
openff-toolkit,rayhanmp/PIGNet2-Thesis,0,,True,
openff-toolkit,resting-dove/funm,0,,True,
openff-toolkit,RiesBen/ruler,1,,True,
openff-toolkit,rinikerlab/amp_bms,47,,True,
openff-toolkit,rinikerlab/ANA2B,4,,True,
openff-toolkit,rinikerlab/DASH-tree,24,,True,
openff-toolkit,rinikerlab/GNNImplicitSolvent,54,,True,
openff-toolkit,rinikerlab/macrocycle-ff-validation,8,,True,
openff-toolkit,rinikerlab/MD_and_NMR_Relaxometry,3,,True,
openff-toolkit,rinikerlab/mdfptools,8,,True,
openff-toolkit,rinikerlab/PyGromosTools,17,,True,
openff-toolkit,rinikerlab/QM-GNNIS,8,,True,
openff-toolkit,rinikerlab/reeds_applications,1,,True,
openff-toolkit,rinikerlab/rest2_ampmm,5,,True,
openff-toolkit,rinikerlab/TorsionMotifTorsionAngleDistributions,1,,True,
openff-toolkit,rismical-dev/rismical,12,,True,
openff-toolkit,RokasEl/DiastereomericResolutions,3,,True,
openff-toolkit,rotskoff-group/sc_committor_rates,4,,True,
openff-toolkit,rubyrayjuntos/G12D,0,,True,
openff-toolkit,rudraprsd/custom_pymatgen,1,,True,
openff-toolkit,SabariKumar/Spring2026_MLForChemicalSystems,0,,True,
openff-toolkit,Sadhvini26/CrystalGen,1,,True,
openff-toolkit,SAKETH11111/MoML-CA,6,,True,
openff-toolkit,SAMPEL-Group/solvent-inclusive-mlmm,0,,True,
openff-toolkit,samuelmurail/Pep-Edit_ST,0,,True,
openff-toolkit,Sanofi-Public/geomaw-solv,0,,True,
openff-toolkit,schallerdavid/mdscripts,8,,True,
openff-toolkit,scipion-chem/scipion-chem-openmm,0,,True,
openff-toolkit,seekrcentral/seekrflow,22,,True,
openff-toolkit,shehan807/MMomentA,2,,True,
openff-toolkit,shehan807/mpfit-python,1,,True,
openff-toolkit,shehan807/pympfit,6,,True,
openff-toolkit,SHervoe-Hansen/SI-Cavity-Formation,1,,True,
openff-toolkit,shirtsgroup/LLC_CG_build,0,,True,
openff-toolkit,shirtsgroup/openff_examples,1,,True,
openff-toolkit,shirtsgroup/terphenyl_simulations,0,,True,
openff-toolkit,ShisuLi/mdsim,0,,True,
openff-toolkit,shogo-d-nakamura/MCP_Vina,2,,True,
openff-toolkit,SII-ZhangHui/MetalloDock,24,,True,
openff-toolkit,SimonBoothroyd/absolv,34,,True,
openff-toolkit,SimonBoothroyd/befit,1,,True,
openff-toolkit,SimonBoothroyd/binary-mixture-publication,1,,True,
openff-toolkit,SimonBoothroyd/descent-ff,5,,True,
openff-toolkit,SimonBoothroyd/gnn-charge-models,3,,True,
openff-toolkit,SimonBoothroyd/molesp,5,,True,
openff-toolkit,SimonBoothroyd/nagl,8,,True,
openff-toolkit,SimonBoothroyd/nonbonded,7,,True,
openff-toolkit,SimonBoothroyd/tico,6,,True,
openff-toolkit,SimonCrouzet/BindingMetrics,0,,True,
openff-toolkit,Siri-chandanareddy21/Crystal,0,,True,
openff-toolkit,slochower/host-guest-benchmarks,7,,True,
openff-toolkit,sofiasanvi/cellulose-enzyme-design,0,,True,
openff-toolkit,soulong/myScript,1,,True,
openff-toolkit,space-group-research/phast-forcefields,3,,True,
openff-toolkit,sukritsingh/distributed-sampling,0,,True,
openff-toolkit,suleymanselim/AutoEnthalpy,1,,True,
openff-toolkit,suleymanselim/ssBind,1,,True,
openff-toolkit,SweeneyAaron/ChemEM,1,,True,
openff-toolkit,swillow/pdb2amber,6,,True,
openff-toolkit,talagayev/OpenFE_Setup,0,,True,
openff-toolkit,tdudgeon/simple-simulate-complex,96,,True,
openff-toolkit,Tenzo-0/SBProbMol3,0,,True,
openff-toolkit,TheHopeSharedFoundation/molecular-dynamics-tools,0,,True,
openff-toolkit,THGLab/HiQBind,83,,True,
openff-toolkit,thomasjamespope/bespokefit_smee,5,,True,
openff-toolkit,timbernat/polymerist,8,,True,
openff-toolkit,timbernat/polymerist_examples,2,,True,
openff-toolkit,timbernat/WaSP_simulations,0,,True,
openff-toolkit,tiny-org/soap-sim,0,,True,
openff-toolkit,Tobias-Krynek/Structural-bioinformatics,0,,True,
openff-toolkit,UCL-CCS/TIES,9,,True,
openff-toolkit,uibcdf/Academia,6,,True,
openff-toolkit,uibcdf/molsysmt,13,,True,
openff-toolkit,uibcdf/OpenPharmacophore-Tools,1,,True,
openff-toolkit,ur-whitelab/MDCrow,243,,True,
openff-toolkit,v365747/GraphCoarseningGNN,0,,True,
openff-toolkit,VasilijEpishkin/chemnext,1,,True,
openff-toolkit,venkataadury/UMDFP,2,,True,
openff-toolkit,volkamerlab/teachopencadd,1028,,True,
openff-toolkit,vvoelz/md_demo,1,,True,
openff-toolkit,WangXinyan940/rna-ligand-rest2,1,,True,
openff-toolkit,webbtheosim/GAMERS,2,,True,
openff-toolkit,webbtheosim/md-simulation-files,4,,True,
openff-toolkit,westpa/westpa2_tutorials,16,,True,
openff-toolkit,wiederm/endstate_correction,14,,True,
openff-toolkit,wiederm/notebooks,0,,True,
openff-toolkit,wolberlab/OpenMMDL,174,,True,
openff-toolkit,woshuizhaole/MicrostateLedger2,0,,True,
openff-toolkit,WoutVanEynde/LOSDT,1,,True,
openff-toolkit,wutobias/BayesTyper,1,,True,
openff-toolkit,wutobias/xtalmd-scripts,4,,True,
openff-toolkit,wwilla7/alphas-quicksteps,0,,True,
openff-toolkit,wwilla7/dpol-water,0,,True,
openff-toolkit,wwilla7/dpolfit,1,,True,
openff-toolkit,wwilla7/factorpol,5,,True,
openff-toolkit,wwilla7/factorpol-benchmarks-scripts,0,,True,
openff-toolkit,xag/asyn-oligomer-screen,0,,True,
openff-toolkit,XiangruiLi-Ray/enhanced_sampling_examples,0,,True,
openff-toolkit,Xinheng-He/DeepGlycanDock,2,,True,
openff-toolkit,XtalPi-XFF/2023_XFF_paper,6,,True,
openff-toolkit,xuwenwu/molssi,0,,True,
openff-toolkit,xxdnb123/generative_model_25fall,0,,True,
openff-toolkit,yaledeus/PVB,5,,True,
openff-toolkit,yashpatel5400/clean_idp_rl,2,,True,
openff-toolkit,yasuyuki-kourogi/hsa-binding-pose-ml,0,,True,
openff-toolkit,yipy0005/Basic-Molecular-Docking-Workshop,0,,True,
openff-toolkit,Yoik/MD,0,,True,
openff-toolkit,yontemdemirdogen/MoleculerDock,0,,True,
openff-toolkit,yoonalimsuwan/REAL-FOLD-ONE,1,,True,
openff-toolkit,Yoshanuikabundi/openff-binder,0,,False,self
openff-toolkit,Yoshanuikabundi/openff-pdbscan,0,,False,self
openff-toolkit,youjibiying/UnbindingFlow,2,,True,
openff-toolkit,yousafmaha7/ACPPred-ESM2,1,,True,
openff-toolkit,yteshirogi/openmm_md,0,,True,
openff-toolkit,yuanqing-wang/compchem-class,1,,True,
openff-toolkit,yuanqing-wang/mudslide,0,,True,
openff-toolkit,yuanqing-wang/mule,0,,True,
openff-toolkit,yuanqing-wang/rye,1,,True,
openff-toolkit,yuxuanzhuang/batter,1,,True,
openff-toolkit,yxnyu/SakePP,30,,True,
openff-toolkit,zachjaffery/molecular_dynamics,0,,True,
openff-toolkit,zguo235/af3_egfr,0,,True,
openff-toolkit,zhang-ivy/perses_protein_mutations,6,,True,
openff-toolkit,zy-cmd/BindRNAgen,1,,True,
yammbs,amcisaac/geom_dash,0,,False,duplicate
yammbs,cole-group/presto-benchmarking,0,,False,duplicate
yammbs,fjclark/descent-workflow,0,,False,duplicate
yammbs,jaclark5/industry_benchmark_v1.2_chemical_space,0,,False,self
yammbs,jthorton/htf-tinker,3,,False,duplicate
yammbs,lilyminium/additional-2.3.0rc2-analysis,0,,False,self
yammbs,lilyminium/ash-sage-rc1,0,,False,self
yammbs,lilyminium/compare-cresset-torsions,0,,False,self
yammbs,lilyminium/fragment-chembl-data,0,,False,self
yammbs,lilyminium/profile-qc-data,0,,False,self
yammbs,lilyminium/protein-alpha-workbook,0,,False,self
yammbs,lilyminium/sage-2.2.0-looser-msm,0,,False,self
yammbs,lilyminium/sage-2.2.2-looser-msm,0,,False,self
yammbs,lilyminium/sage-2.3.0-nagl,0,,False,self
yammbs,lilyminium/scrapbook-projects,0,,False,self
yammbs,ntBre/benchmarking,1,,False,self
yammbs,ntBre/openff-benchmarks,0,,False,self
yammbs,openforcefield/2026-virtual-workshops,5,,False,self
yammbs,openforcefield/ash-sage-rc2,2,,False,self
yammbs,openforcefield/back-to-school-jen,2,,False,self
yammbs,openforcefield/diverse-dataset-discovery,1,,False,self
yammbs,openforcefield/sage-2.2.0,2,,False,self
yammbs,openforcefield/sage-2.2.1,1,,False,self
yammbs,openforcefield/sage-2.3.0,0,,False,self
yammbs,openforcefield/yammbs,7,,False,self
yammbs,openforcefield/yammbs-dataset-submission,2,,False,self
yammbs,OpenFreeEnergy/openfe-benchmarks,13,,False,duplicate
yammbs,pavankum/mlip_optimizer,0,,False,duplicate
